user_name,tweets
Adnan Jamil,"سب کو پتہ ہے کہ غداری کیا ہے اور کون کر رہا ہے. مگر دکھ اس بات کا ہے کہ کوئی بھی ادارہ کچھ کرنے کے قابل نہیں نہیں حتی کہ فوج بھی سب کچھ جانتے بوجھتے خاموش ہے...
عدلیہ کا ویسے ہی اللہ حافظ ہے اگر عدلیہ صحیح ہوتی تو آج مختلف حالات ہوتے"
MD Abbasi222,"دل جوڑو 
نیازی پاک فوج کے جرنیلوں کو تعریفی اسناد دیتے ہوے"
Rafiq Sarbazi,لیکن حکومت فوج اورعدلیہ کی خاموشی معنی خیزہے
Adv Abid Mahmood Chauhdary,"اویس نورانی نے بلوچستان کو آزاد ریاست بنانے کا مطالبہ کردیا۔

مطالبے تو ایسے کررھا ھے جیسے فوج کے ساتھ بیٹی بیاہنی ھو۔
تیری حیثیت ہی کیا ھے کہ تو ایسے مطالبے کرے دو ٹکے کے لعنتی غدار مولوی؟؟"
A,افتحوا لنا ماده ٣١٣ الكل يبيها يعني مب حاله تطرحونها كورس واحد فالسنه وكلاسين ولا ٣ عندكم فوج من الطلبه ما ينتهي والمشكله فوق كل هذا فاتحين القبول للكليه خلصوا من اللي عندكم بعدين تعالوا اطلبوا وبعدها تحاسبونا على التاخير وشغالين انذارات سوو اللي عليكم بالاول 
Mahmood Khan Yousafzai,اے  چلےھوۓ کارتوس تو پہلے اپنے سلیکٹڈ کی زبان 16 مرتبہ کاٹ   سلیکٹڈ  2005ء  سے فوج کے خلاف ہرزہ سرائی کر رہا ھے
Zeeshan Ahmad,"کتے نے کھول کر بھارت کی زبان بولنا شروع کر دیا ۔
کہتا ہے پاک فوج آرمی چیف اور آئی ایس آئی اپنے چیف کی بات نا مانے ۔ ۔ بلوچستان کو آزاد ریاست بنایا جائے ۔برو کریسی بغاوت کرے ۔ 
اس کتے پہ لعنت بھیجو ۔۔۔"
Tanveer Ali,پاک فوج زندہ باد
Muhammad Karim,پاکستانیوں کو بتایا جائے کہ میاں سانپ کا جے آئ ٹی کا والیم 10 کس نے دبایا ھوا ھے اور کس مقصد کیلئے دبایا ھے۔ کیا میاں کے ممظور نظر ججوں نے، یا فوج یا عمران دبا کے رکھا ھے۔ جس نے بھی غائب کیا ھے، یاد رھے کہ وہ پاکستان کا خیرخواہ نہیں بلک نواز کا چمچہ ھے اور کچھ لے کے دبایا ھے
Jannat,"نواز کی فوج سے نفرت کی انتہا

کیا فوج کمان کے بغیر چلتی ہے؟
کیا فوج  جمہوری ادارہ ہے جہاں افسر الیکٹ ہو کر آتا ہے؟ یا یہ ڈسپلنڈُ ادارہ ہے؟
انتہیائی شرمناک پراپگنڈہ- بےغیرتو
انڈیا کے کہنے پر پاکستان آرمی کے خلاف سازش ہیں
سپریم کورٹ کو ان چوراور غداروں کے خلاف ACTION لینا چاہیے"
جاوید,"اگلے کون؟؟
نواز شریف میرے اور آپ کی آذادی کی بات کر رہا ہے۔
ابھی تک کوئی خلاف قانون بات نہیں کی اور نہ ہی حقائق کے منافی کوئی بات ہوئی۔
جو لوگ فوج میں ہوتے ہوئے سیاست میں ملوث ہیں ان کا احتساب ہونا چاہیے"
Ahmed YaaR Tabish,"فوج پر بھونکنے والوں
بھونکتے رہو
کیوں تمہارے بھونکنے سے
ہماری فوج کا کچھ نہیں جائے  گا"
".Ghaffar - بنانا
سٹیٹ دا شہری","کرپٹ اور آئین شکن ڈکٹیٹروں کو پوائنٹ آوٹ کرنا کب سے ادارے یا ملک کی سلامتی پر حملہ بن گیا؟
مشرقی پاکستان میں تو اپنی بہادری کےجوہر دکھا نہیں سکے الٹا 90ہزار سے زائد فوج کو سرینڈر کروالیا اور یہاں زبانیں کاٹنے کا شوق ہے۔
@ShafiqU29718249
 
@rajawaseem1511
 
@RiazHussain44
 
@BIT0420"
Qamar Rajpoot Dana,"صحراؤں میں گوڈیاں کرنے سے موسم نہی بدلا کرتے۔ 
اگر غلطی سے عوام کو جمہوریت کی سمجھ آ گئی؟تو سیاستدنوں کا اپنا نام و نشان بھی نہی ملے گا۔ ناں ہی فوج جھوٹے جنگی ترانوں کے زور پر عوام کو بیوقوف بنا سکے گی۔ مولوی کو بھی کر کے کھانی پڑے گی۔اور میڈیا کے اکثر نورتن بھی بیکار ہو جائیں گے"
Jouhar Naqvi,نواز شریف نے فوج کے ادارے پر تنقید نہین کی لیکن کچھ کرداروں پر سوالات اٹھاۓ ہیں جسکی ان کو صفائی دینی چاہیۓ
Muhammad Usama,"عمران کو وزیر اعظم فوج نے نہیں بلکہ چند جرنیلوں نے بنایا
سنئے کوئٹہ جلسے میں مریم نواز"
Bashir Awan,"یہ سب فوج اور isi کو کمزور کرنے اور اپنے صوبے کو علیھدہ ملک بنانے کے لیۓ اکٹھے ہوۓ ہیں ۔
جس دن فوج کا زور ٹوٹ گیا اس دن  بلوچستان علیھدہ ملک ہوگا kpk علیحدہ ملک ہوگا۔ یہ سب اپنے اپنے مفادکیلۓ اکٹھے ہوۓہیں۔ 
 میری بات یاد رکھنا۔"
سجاد احمد چوھدری ARAIN,یہ بے غیرت ہماری فوج کو بدنام کر رہا ہے
Syed Aqeel Anwer,میاں صاحب سمجھتے ہیں کہ سخت زبان او تقریر سے فوج کو مجبورکرلینگے اور جُھکا لینگے۔
كيكاؤس كيانى,"Quote Tweet
Ch Fawad Hussain
@fawadchaudhry
 · Oct 25
آپ کی وضاحت کو قبول کرنا چاہئے امید ہے آپ اور آپ کے ساتھی آئندہ زبان احتیاط سے استعمال کریں گے ، آپ ایک بڑے باپ کے سجادہ نشین ہیں اقتدار کی لڑائ میں وطن کی مٹی کے قرض کبھی نہ بھولیں۔ twitter.com/geonews_urdu/s…"
"اریبہ ظفر ⁦
⁩","جمہوریت کے نام پر جو یہ سب گندا کھیل کھیل رہے ہیں منہ کی کھائیں گے۔۔۔۔
الحمدللہ فوج اور آئی ایس آئی ہے وہ بہتر جانتے ہیں کون سا تیر کب چلانا ہے اور کیسے چلانا ہے۔۔۔
ہمیں بس دشمن کو بےنقاب کرنا ہے اور اپنی فوج کا ساتھ دینا ہے۔۔"
Muzaffar Dar,"Quote Tweet
Major Muhammad Arif TI(M) (Retd)
@marifthahim
 · Oct 25
آزادی راے کا یہ مطلب نہیں کہ جس کا دل کرے پاکستان کی سلامتی کے خلاف بات کرے ۔ وقت آ گیا ھے کہ ایسے لوگوں کی زبانیں کاٹ دی جائیں"
ZaibiWho?,"Quote Tweet
Azhar Mashwani
@MashwaniAzhar
 · Oct 25
آج اویس نورانی کی تقریر، نواز شریف کی تقریر اور مریم کی اس حرکت کے بعد کوئی شک رہ گیا ہے؟ twitter.com/NaikRooh/statu…"
Parvez Sajjad,"Quote Tweet
Aaj News
@aaj_urdu
 · Oct 25
جو صحافی ریاستی بیانیہ کے ساتھ ہو وہ قبول جو تنقید کرے وہ لفافہ یا غدار کیوں؟ جانیئے اس پر جنرل(ر) نعیم خالد لودھی 

#AajNews #Dus #DusWithSanaBucha @sanabucha"
Verona Wazir,"جو منتخب نمائندے ہوتے ہے وہ تم لوگوں کے محسن داوڑ کی طرح غدار نہیں بلکہ محب وطن اور ملک کی ترقی میں اہم کردار ادا کرنے والے ہوتے ہے
پاک فوج بلوچستان میں وسائل پر قبضہ کرنے کے لیے نہیں بلکہ PTM/BLA جیسی تنظیموں کے دہشتگردوں سے حفاظت کے لیے تعینات کی گئی ہے.
#PTMExposed"
Muhammad Shahid Nawaz Bhatti,"Quote Tweet
Major Muhammad Arif TI(M) (Retd)
@marifthahim
 · Oct 25
آزادی راے کا یہ مطلب نہیں کہ جس کا دل کرے پاکستان کی سلامتی کے خلاف بات کرے ۔ وقت آ گیا ھے کہ ایسے لوگوں کی زبانیں کاٹ دی جائیں"
SÄDÄF...,"ملک توڑنے کی دستاویزات پر جنرل کے دستخط ھیں۔۔۔
اور سقوط کشمیر کا ذمہ دار بھی بزدل جنرل ھے
پاک فوج کے لئے گالی بھی بزدل غدار جنرلز ھیں
پاک فوج کے راز دشمن کو دینے والے بھی فوج کی آستینوں کے سانپ ھیں

یہ کتاب نواز شریف نے نہیں لکھی۔۔"
Syed Khadim Hussain,"آپ جرنلز اور ججز پر خود ہی الزام لگا رہے ہیں،خدا کا خوف کریں اپنی لڑائی میں فوج کو فٹ بال مت بنائیں۔
کم از کم حکومت والے ہی سوچ کر بات کریں، پتا نہیں آپ کی عقل کدھر گئی ہے۔
آپ دونوں فریق فوج فوج کو نکال کر اپنی اپنی سیاست کریں۔ بات کرنے کا سینس نہیں تو چپ رہیں یا وزارت چھوڑ دیں"
Mohammad Rafiq,یہیں سے تو لڑائی شروع ہوئی تھی اور نواز شریف نے اپنی حکومت داؤ پر لگا دی۔پھر آپ لوگ تبصرے کرتے ہیں کہ نواز شریف کی فوج سے نہیں بنتی ۔نواز شریف کی فوج سے اسی لئے نہیں بنتی کی فوج اپنے اختیارات سے تجاوز کرتی ہے
Intrepid (نڈر),"وقت آگیا ھے کہ آئین کا حلف اٹھا کر بھرتی ھونے والوں کے حلف شکنی اور ان کے حواریوں کی زنانیں اور ٹانگیں کاٹ دی جائیں۔
غدار آئین کی فوج میں کوئی جگہ نہیں۔"
M Adnan,"Quote Tweet
Mir Muhammad
@MirPAK5
 · Oct 25
پاکستان کو توڑنے والوں کی نسلیں بھی ختم ہوجائیں گی لیکن یہ وطن 
 تاقیامت آباد رہے گا...!
ان شاءاللہ"
Jannat,"نواز کیفوج سے نفرت کی انتہا

کیا فوج کمان کے بغیر چلتی ہے؟
کیا فوج  جمہوری ادارہ ہے جہاں افسر الیکٹ ہو کر آتا ہے؟ یا یہ ڈسپلنڈُ ادارہ ہے؟
انتہیائی شرمناک پراپگنڈہ - بےغیرتو
انڈیا کے کہنے پر پاکستان آرمی کے خلاف سازش ہیں
سپریم کورٹ کو ان چوراور غداروں کے خلاف ACTION لینا چاہیے"
Habib ur Rehman,"اگر عدلیہ اور فوج کرپٹ ٹولے کو ڈھیل نہ دیتی تو یہ نوبت نہ آتی۔
ابھی بھی وقت ہے انکو انکے مقدمات کے مطابق سزائیں اور جرمانے جلد ہونے چاہیے۔ مگر انھوں نے تمام اداروں میں اپنے کارندے بٹھاے ہوے ہیں 
@AajKamranKhan
@AliHZaidiPTI
@FaisalVawdaPTI
@Ali_MuhammadPTI
@FaisalJavedKhan"
Syed Aqeel Anwer,اگر میاں صاحب سمجھتے ہیں کہ سخت زبان او تقریر سے فوج کو مجبور و جُھکا لینگے۔ ایسا وقت آیا تو کچھ نہیں بچے گا۔
Arshad Hassan,خودغرض جنرلز + ان کے مفادپرست ٹولے اور ہماری بہادر فوج میں فرق جان کر جئیں. کیا کبھی کوئی رٹائرڈ فوجی ارب پتی دیکھا؟ ریٹائرمنٹ کے نام پر انتہائی قیمتی کروڑوں اربوں کے پلاٹوں اور زمینوں پر الاٹمنٹ کے نام پر کون قبضہ کرتا ھے؟ فوجی؟
Amjad Khan,"Quote Tweet
صحرانورد
@Aadiiroy
 · Oct 25
ریٹائرڈ جنرل صاحب فرمارھے ھیں کہ فوج نے سیاست میں مداخلت نہ کرنے کا حلف نہیں اٹھایا ھوا.
Vid Courtesy @Shahzad_IQBALpk
0:42
5.3K views"
Dr Batoor,یہ کام فوج کا ہے۔
آصف جمیل,"Quote Tweet
آصف جمیل
@AsifViews
 · Oct 25
آرمی میں چھوٹے افسران / سپاہیوں کے اینڈرائیڈ موبائل رکھنے پہ پابندی ھے، وہ انٹرنیٹ کی دنیا سے دور ھوتے، ٹی وی چینلز بھی مخصوص ھی چلتے۔ اگر آپکا کوئی قریبی رشتہ دار آرمی میں ھے تو آکا فرض ھیکہ وہ جب چھٹی آئے تو اسے میاں صاحب کی حالیہ تمام تقاریر اور خصوصاً آج کی تقریر ضرور سنوائیں"
Muhammad Shahid Nawaz Bhatti,"Quote Tweet
Sheikh Rashid Ahmed
@ShkhRasheed
 · Oct 25
نواز شریف اس سے پہلے بھی فوج کو تقسیم کرنے کی سازش کر چکا ہے. اب دوبارہ نواز شریف اسی روش پہ چلتے ہوئے میٹونی کا ارتکاب کر رہا ہے. اور اداروں کے اندر انتشار پیدا کر کے اہلکاروں کو سازش پہ اکسانے کی. کوشش کر رہا ہے. مگر ناکام تھا ناکام رہے گا
#ArrestNawazImmediately"
Muhammad Zahid Iqbal Khaira,"فوج اور عسکری اداروں کی تضحیک سے شروع ہونے والی پی ڈی ایم تحریک آج بلوچستان کو آزاد ریاست بنانے کا مکروہ عزم لیئے ہمارے سامنے کھڑی ہے
پاکستانیوں جاگو!!!! جاگو اس اے پہلے کہ دشمن میر جعفروں و میر صادقوں کے ہاتھوں ناقابل تلافی نقصان پہنچا دے
پاکستان کا ساتھ دو غداروں کو جواب دو"
Habib ur Rehman,"اگر عدلیہ اور فوج کرپٹ ٹولے کو ڈھیل نہ دیتی تو یہ نوبت نہ آتی۔
ابھی بھی وقت ہے انکو انکے مقدمات کے مطابق سزائیں اور جرمانے جلد ہونے چاہیے۔ مگر انھوں نے تمام اداروں میں اپنے کارندے بٹھاے ہوے ہیں۔  
@OfficialDGISPR
@ArifAlvi
@Shafqat_Mahmood
@BabarAwanPK
@ShireenMazari1"
Ali,"پاکستان میں
کوئ پوچھنے والا نہیں جو جسکے منہ میں آتا ہے بکواس کردیتاہے 
اسطرح لگ رہاہے
 فارن فنڈنگ اپنا اثر دکھارہی ہے یہ تو بالکل جوانڈین ریٹائرڈ آرمی آفیسر کہہ رہے ہیں پی ڈی ایم اس پر من وعن عمل ھورہا ہے
اس حکومت اور فوج کو سیریس ایکشن لیناچاہیئے"
Iftikhar Engineer PMLN,"Quote Tweet
Major Muhammad Arif TI(M) (Retd)
@marifthahim
 · Oct 25
آزادی راے کا یہ مطلب نہیں کہ جس کا دل کرے پاکستان کی سلامتی کے خلاف بات کرے ۔ وقت آ گیا ھے کہ ایسے لوگوں کی زبانیں کاٹ دی جائیں"
"EaT
HoT",ایک عورت پورا دن فوج کے بارے میں بکواس کرتی نظر آتی ہے اور رات ہوتے ہی اک سابق فوجی کے ساتھ سو جاتی ہے۔ تنظیم سازی 
ھمیں پیار ھے پاکستان سے ھمیں پیار ھے,"ایک بے غیرت اور اسکی آوارہ بیٹی نانی 420 سارا دن پاک فوج کے خلاف بکواس کر کے رات کو فوجی کے ساتھ سو جاتی ہے۔ 

بقول ن لیگ: شرم مگر ہم کو نہیں آتی کیونکہ ہم پٹواری ہیں۔"
BaburYaqubKhan,"Quote Tweet
BaburYaqubKhan
@BaburYaqub
 · Oct 25
مفرور اشتہاری مجرم نواز شریف کی دہشت گردوں کی سپورٹ اور دفاع ایک کھلا اعلان جنگ ہے ریاست #پاکستان کے خلاف. ملک توڑنے کی بات سے شروع ہونے والا یہ پی ڈی ایم کا جلسہ ایک کھلی حقیقت بیان کر رہا ہے کہ یہ لٹیرے اپنے ذاتی مفاد کے لئیے ملک بھی بیچ دیں گے. 

https://youtu.be/ml15IM9sNBs"
Rehan Amir Satti,بہرحال ہم جنرل ریٹائرڈ شعیب امجد کو فوج کو مزید ننگا کرنے پہ مبارکباد اور خراجِ تحسین پیش کرتے ہیں
Mudasser Mian,"ذرا ھمیں بھی پتا چلے کہ۔کونسی بات بی جے پی کا ایجنڈا ھے؟
مسنگ پرسن 
حکومتی نااھلی 
فوج کی سیاست میں مداخلت 
عاصم۔باجوہ کی کمپنیاں
؟؟؟ ان کا۔بی جے پی کو کیا فایدہ ھے؟"
Habib ur Rehman,"اگر عدلیہ اور فوج کرپٹ ٹولے کو ڈھیل نہ دیتی تو یہ نوبت نہ آتی۔
ابھی بھی وقت ہے انکو انکے مقدمات کے مطابق سزائیں اور جرمانے جلد ہونے چاہیے۔ مگر انھوں نے تمام اداروں میں اپنے کارندے بٹھاے ہوے ہیں۔  
@OfficialDGISPR
@ArifAlvi
@ImranKhanPTI
@fawadchaudhry
@Asad_Umar"
SAKMohammadzai,پہلے کب فوج توسیم ہوٸ ھے پھدوو۔
ھمیں پیار ھے پاکستان سے ھمیں پیار ھے,"سیاسی اختلافات سے بالاتر ہو کر اسوقت ہر جماعت، ادارے،میڈیا،طلباء اساتذہ، ہر محب وطن فرد کا فرض ھے کہ ملکی سلامتی،فوج کےخلاف بولنے والوں کی مذمت کریں
سیاستدانوں کو حکومت اور ریاست کے درمیان فرق کو سمجھنا چاہیے۔حکومت پر جتنی مرضی تنقید کریں ریاست پاکستان اور فوج کی حفاظت کریں ۔"
PrinZofPakistan,یہی انڈیا چاہتا ہے۔  الیکشن کمشین اس دلال کو اس بات پر نااہل کرے۔ ہماری فوج اور ججو ں کی غیرت کب جاگے گی کہ ایسے ملک دشمنوں کے خلاف کاروائی کریں گے۔ ہم عوام اداروں کی ڈھیل اور ڈیل کی وجہ سے سخت مایوس ہیں۔ آپ لوگ خود ہی فتھ جنریشن وار لڑیں۔
PTI_IRELAND,تو اگر سچا ہوتا تو پہلی بار جب نکالا گیا تھا تب بولتا ۔ جب اپنی حکومت سے ہوتے ہوئے نکالا گیا رسیدیں دیتا میڈیا پر آجاتا سب دکھاتا نہ کہ لندن جا کر فوج کے خلاف بولتا
JAVED,یہ لوگ فوج کی مٹی پلید کراتے ھیں۔
Shahzad Rajput K.H,واہ کتے لوٹے کھوٹے بوٹ پالشیہ یوٹرن سلیکٹڈ وعدہ خلاف احسان فراموش محسن کا چپڑاسی۔۔۔۔تم نے خود پاک فوج کے خلاف بگواسیات کی ھیں وہ بھی غداری کے مترادف ھیں۔۔۔
Saima Amin,ہماری دعائیں اب ان کے ساتھ ہیں۔ اللہ اس تحریک کو اپنے مقصد میں کامیاب کرے۔ آئین کی بالادستی ہو اور فوج صرف سرحدوں کی حفاظت کرے۔
Muhammad Kashif Meo,"0:05
14K views"
Aamir Mughal,"پاکستان کی سلامتی کے لیے اب بھی وقت ہے فوج میں سے آپ جیسے کرپٹ نا اہل ضدی اور ملک دشمن افراد کو نکال باہر کریں اُن کا کورٹ مارشل کریں اور انکو جیلوں میں ڈالیں۔۔۔
پھر پاکستان ترقی کرے گا"
farhan ellahi,مار دے سب کو بھلے پر عوام کو تو ذلیل نہ کر ٹائیگر فورس بنا دی متعلقہ محکمے کیوں نہیں سنبھلتے وزراء کام کیوں نہیں کرتے سنبھالیں نہ اپنے محکموں کو پر وزرا نیں سمجھ لیا ھے کہ جتنا اپوزیشن کے بارے بولیں گے خان خوش ھو گا تو مزے لگیں گے وزراء کی فوج کے باوجود کارکردگی زیرو
Asghar Solangi,حکومت  پاک فوج زندہ باد پاکستان زندہ باد جہوریت کی آڑ میں امریت مردہ باد
Jahangeer laghari,"اگر ڈی این اے
 کے بغیر حرامی دیکھنے ہیں تو پاک فوج کیخلاف بولنے والوں کو دیکھ لیں
کوئی شک ؟"
Dr.Zubair Mushwani,"Quote Tweet
شفقت چوہدری
@shafqatchodhary
 · Oct 25
یہ عورت 
سیاست کے نام پر پاک مخالف ایجنڈا پر کام کرنے کیلئےسزا کے باوجود 
#CompromiseGames 
کے باعث آزاد ہے 
یہ درد نہیں، درد کے نام پر منافق سیاست ہے 
اس کے پاپا کا والیم 10 سمجھوتے دینے والے دبا کر بیٹھے ہیں

بہت ہو گئیں سیاستیں
 کبھی پاکستان کیلئے ننگی تلوار بھی تو بنو یار
0:43
1.7K views"
Shoaib Arshad,جو پاک فوج کے جوان آئین اور قانون کو نہیں توڑتے اپنے حلف کو نہیں توڑتے ۔۔۔ انکو نواز شریف کا سلام 
Salahudin Minhas,افواج پاکستان پاکستان کا بہترین انسٹیٹیوٹ ہے آپ افواج پاکستان کا ترجمان بننے کی کوشش نہ کریں پاک فوج زندہ باد مسلم لیگ نون زندہ باد
"★ᴹᴿ°᭄SAIF
ivf","یہ رہے تمہارے مسنگ پرسن
جنکی خاطر آج تم جلسہ میں پاک فوج کو برا بھلا کہتی رہی ہو
یہ مسنگ پرسن دہشتگر ہیں جنہوں نے کراچی میں چائنہ قونصل پر حملہ کیا تھا۔
مودی کا جو یار ہے 
غدار ہے غدار ہے"
مولانا محمد غفران,فرنسئ سفیر کو واپس بھیجو پاک فوج کو فرانس پر حملے کا حکم دو ہندوؤں صلیبیوں کا ایک ہی علاج الجہاد الجہاد
"E Đ Đ Y||30 Oct Janat
||",آج تقریر ساری فوج کے خلاف تھی۔۔۔جس کوئٹہ کو ہم برسوں سے امن پسند بنا رہیں ہیں ادھر جا کر فوج کے خلاف  بکواس کردی تم نے۔۔۔۔شیم آن یو
Rana Usman,"فوج کےبارے میں گنجے نے بات کی تو نیازی منہ پر ہاتھ پھیر کر چیلنج کرتا ہے
لیکن فرانس سرکاری عمارتوں پر باعثِ تخلیق کائنات سیدالنبیاءﷺ کی توہین کررہا ہے
س پر ابھی تک اس نشئی نے کوئی بیان تک نہیں دیا
نیازی یادرکھ! یہ جرنل کرنل جنکےاشاروں پر تو ناچ رہاہےیہ قبر میں بچانےنہیں آئینگے"
Shams Kakezai,"Quote Tweet
Major Muhammad Arif TI(M) (Retd)
@marifthahim
 · Oct 25
آزادی راے کا یہ مطلب نہیں کہ جس کا دل کرے پاکستان کی سلامتی کے خلاف بات کرے ۔ وقت آ گیا ھے کہ ایسے لوگوں کی زبانیں کاٹ دی جائیں"
Misfar Hassan,"یہ سب فوج نے اٹھائے ہیں 
@OfficialDGISPR"
فاطمہ,"Quote Tweet
Destiny ___
@gilgiti_pk050
 · Oct 25
بلی تھیلے سے باہر آگئی
جو پروپگنڈا ہمارا دشمن کر رہا ہے وہی باتیں آج ان چوروں، غداروں کے غلیظ منہ سے سن رہے ہیں یہ خود آپس میں نہیں ملے ان سب کو  ملایا گیا ہے فوج کے خلاف محاذ آرائی کے لئے ان کا ہدف پاک فوج ہے یہ فوج کو بدنام، کمزور کرنا چاہتے ہیں____"
Rana Masood Ali,چلو ایک کام کرتے ہیں،،،،،فلسطین میں جتنی بھی اسرائیلی غیر قانونی بستیاں ہیں،،آدھی بستیاں لاہوریوں اور پشاوریوں کو بنانے دیں طے یہ کرنا ہے فوج کی جنگ نہیں ہوگی،،یہ سویلین سیٹلرز بمقابلہ لاہوری پشاوری جو لڑائی میں ہارے وہ غزہ کی پٹی چھوڑ دے۔۔۔۔
E.,ناپاک فوج مردہ باد۔۔۔۔۔
Umar Hashmi,"Quote Tweet
Maryam Nawaz Sharif
@MaryamNSharif
 · Oct 25
People around and close to me getting threatening calls from ‘unknown numbers’ saying, after today’s speeches, you should all get ready for a ‘massive crackdown’. People of Pakistan, pls make note. Putting it here for record sake."
Rehman RajpUt,"پنجاب سے نون لیگ پی ٹی ائی اور فوج کو نکالا جاۓ 
پنجاب کو پنجاب کے لوگوں کے حوالے کیا جاۓ"
Umar Hashmi,"پاکستان اور فوج کے خلاف بات کرنے پر عوام کو قانون اپنے ہاتھ لے کر مریم اور اس کے حواری غدار کتوں کو گولی مارنی چاہئے 

#WrongNumberPDM"
Mudasser Hafeez,"Quote Tweet
Mudasser Hafeez
@hafeez_mudasser
 · Jul 7
پاکستان میں قانون نافذ کرنے والے اداروں کی بے بسی اور مافیا کا مضبوط ہوتا ہوا گٹھ جوڑ جس کی وجہ سے عوام میں مایوسی کی لہر تیزی سے بڑھ رہی ہے 
میں یہ سمجھنے سے قاصر ہوں کہ مقتدر ادارے مصلحت پسندی کا شکار کیوں ہوتے ہیں....؟؟؟؟؟
@ImranKhanPTI 
@OfficialDGISPR 
#UzairBalochJIT"
Sara Ahmad,نوٹس فوج نے نہیں عدلیہ نے لینا ہے
JAVED ORKAZI,ایک عورت پورا دن فوج کے بارے میں بکواس کرتی نظر آتی ہے اور رات ہوتے ہی اک سابق فوجی کے ساتھ سو جاتی ہے۔ تنظیم سازی 
پاک فوج زندہ آباد,يہ وہ جاہل پٹواری ہیں جو کچھ نہیں سمجھ سکتے لعنت ھے انکی اس سیاست پر
ᴜsᴀᴍᴀ ᴛᴀʜɪʀ,"انشاللہ اب کی بار یا آر یا پھر پار 
اب کی بار یا سر کٹوا دیں گے یا سر جھکا دیں گے 
نعرہ تکبیر اللہ و اکبر 
ووٹ کو عزت دو 
پاکستان زندہ باد 
پاک فوج زندہ باد "
خان رینچ The last Hope,کچھ نادان دوستوں کو اندازہ ہی نہیں  جس ملک میں فوج ناکارہ ہوتی ہے اس کے دشمن گھر سے مائوں بہنوں کو اٹھا کے لے جاتے ہیں ہماری فوج اگر ہمارا خون بھی پئےنا تو کم ہے کون اپنے جوان لخت جگر گولیوں کے سامنے کھڑا کرتا ہے
PrinZofPakistan,حقیقت ٹی وی اس ٹویٹ کا ٹرینڈ پڑھیں۔ پاکستانیوں کی اکثریت فوج کی بغیرتی کی حد تک ٹھنڈے پن کی وجہ سے مایوس ہو چکی ہے۔ سوشل میڈیا پر بھی اور عام عوام بھی۔ سیاستدان بھی حرامی اور فوجی قیادت بھی جو ایسے عناصر ڈھیل دیتے ہیں
civilian,یس... میں تو اب سنا... اور میرے ملک کے ادارے، میری فوج، کس نے کارگل میں سب کچھ کیا،
Faiz Baloch,جنگ میں جب فوج اپنے لیڈر کا کہا نہیں مانتی تو برباد ہوتی ہیں عمران کا کو کہا نہیں مان رہا تو قوم ڈوب رہی ہے امیر کا اطاعت لازمی ہے چاہے امیر جیسا بھی ہو ۔۔۔۔۔
Naila Mashhood,اور ہم سب پاکستانی چاہتے کہ وہ سب کچھ ہو جو ہمارا عمران خان اور پاک فوج چاہتی ہے یعنی لُوٹا ہو مال واپس کرو، کیس بھگتو اور ہمیشہ کے لئے دفع ہو جاؤ جہنم میں تم سب۔
abbashashmi,اب حکومت پاکستان اور فوج کو ڈان لیکس کی رپورٹ سامنے لانی چاہیے اعلیٰ عدلیہ کو دس والیم کھولنا ہوگا....
Saad Iqbal,یہ گینڈا گیدڑ کی اولاد باہر بیٹھ کر فوج کو آپس میں لڑوانا چاہتا ہے
Mian Bilal,شاہ جی گستاخی معاف فوج دے جرنیل اینا دے کانے نے اس لئی کوئی جواب نہیں دے رئے جدوں رل کے کرپشن کیتی ہوے تے اہو ای ہوندا
farhan ellahi,محترم پچھلے تین سال سے یہی کچھ سن رہے ھیں انہی باتوں کی آڑ میں ادویات 500% فیصد سے زائد مجموعی طور پہ بڑھ گئی ھیں آٹا چینی بنیادی ضرورت کی چیزیں عام انسان کی پہنچ سے دور ھو چکیں حکومتی وزراء کو اپوزیشن کے علاؤہ کچھ نظر ھی نہیں آرہا اتنا وزراء مشیران کی فوج کیا کر رہی ھے
Great Fatima,тαsℓεεм αsιм and 9 others
Faisal Anis,پاک فوج کا کام ملکی سالمیت ہے اور اب جنرل باجوہ کو کھل کر انکو سائڈ لگانا چاہئے پانی سر سے اوپر ہوگیا ہے۔ اس سلسلے میں فوجی مداخلت آئیں کی خلاف ورزی نہیں
Hussain Khan_,Dr. Shahbaz GiLL and 3 others
نازاولئ پشتون,عزاداری نھی عام لوگ فوج نے پکڑے تھے ان کے زخم ھے ڈالر خور میڈیایہ نھی دیکھاتاھے
Arshad Hassan,امید ھے یہ لوگ اب اگلی مرتبہ کمپرومائز نہیں ہوں گے. اگلے الیکشن نئی شرائط اور حکومتی اختیارات کس کے پاس ہوں گے کے بارے طے کر کے ہونے چاہئیں. فوج کی بزنس ایمپائر بھی قومیانی ہوگی اور انہیں آئینی حدود میں رکھنے کیلئے اقدامات کرنے ہوں گے. مال مفت کی طرح  زمین و پلاٹ الاٹمنٹ بند ہوں.
Ussama,"Quote Tweet
Geo News Urdu
@geonews_urdu
 · Oct 25
لندن فلیٹ خریدنے کے لیے رقم کہاں سے آئی؟ برطانیہ کیسے بھیجی؟ شبلی فراز"
